id,type,amount,touristId,zone,timestamp
722505326147400,TICKET,50.0,0,ArrivalZone,2026-05-21T22:30:12.976908100
722505337478200,TICKET,50.0,1,ArrivalZone,2026-05-21T22:30:12.988426800
722505338183300,TICKET,50.0,2,ArrivalZone,2026-05-21T22:30:12.988426800
722505338754400,TICKET,50.0,3,ArrivalZone,2026-05-21T22:30:12.989428
722505339256900,TICKET,50.0,4,ArrivalZone,2026-05-21T22:30:12.989428
722505345645100,ENCLOSURE_BASIC,50.0,0,Enclosure-BASIC,2026-05-21T22:30:12.996467200
722505346284700,ENCLOSURE_BASIC,50.0,1,Enclosure-BASIC,2026-05-21T22:30:12.996467200
722505346667500,SPA_SERVICE,15.0,2,Bathroom,2026-05-21T22:30:12.997468500
722505346987300,ENCLOSURE_BASIC,50.0,2,Enclosure-BASIC,2026-05-21T22:30:12.997468500
722505347280400,ENCLOSURE_BASIC,50.0,3,Enclosure-BASIC,2026-05-21T22:30:12.997468500
722505347602400,ENCLOSURE_BASIC,50.0,4,Enclosure-BASIC,2026-05-21T22:30:12.998467600
722505348641400,TICKET,50.0,5,ArrivalZone,2026-05-21T22:30:12.999467500
722505348996300,TICKET,50.0,6,ArrivalZone,2026-05-21T22:30:12.999467500
722505349325900,TICKET,50.0,7,ArrivalZone,2026-05-21T22:30:12.999467500
722505349617300,TICKET,50.0,8,ArrivalZone,2026-05-21T22:30:13.000467800
722505349894900,TICKET,50.0,9,ArrivalZone,2026-05-21T22:30:13.000467800
722505350301400,ENCLOSURE_BASIC,50.0,0,Enclosure-BASIC,2026-05-21T22:30:13.000467800
722505350762100,ENCLOSURE_BASIC,50.0,1,Enclosure-BASIC,2026-05-21T22:30:13.001467100
722505353653800,SOUVENIR,20.0,2,CentralHub,2026-05-21T22:30:13.004590300
722505354508500,ENCLOSURE_BASIC,50.0,2,Enclosure-BASIC,2026-05-21T22:30:13.004590300
722505354964500,SOUVENIR,20.0,3,CentralHub,2026-05-21T22:30:13.005599600
722505355393200,ENCLOSURE_BASIC,50.0,3,Enclosure-BASIC,2026-05-21T22:30:13.005599600
722505355755900,ENCLOSURE_BASIC,50.0,4,Enclosure-BASIC,2026-05-21T22:30:13.006597100
722505356068500,SOUVENIR,20.0,5,CentralHub,2026-05-21T22:30:13.006597100
722505356496900,ENCLOSURE_BASIC,50.0,5,Enclosure-BASIC,2026-05-21T22:30:13.006597100
722505357016600,ENCLOSURE_BASIC,50.0,6,Enclosure-BASIC,2026-05-21T22:30:13.007597800
722505357352400,SOUVENIR,20.0,7,CentralHub,2026-05-21T22:30:13.007597800
722505357693100,ENCLOSURE_BASIC,50.0,7,Enclosure-BASIC,2026-05-21T22:30:13.008596300
722505358090500,SOUVENIR,20.0,8,CentralHub,2026-05-21T22:30:13.008596300
722505358540100,SPA_SERVICE,15.0,8,Bathroom,2026-05-21T22:30:13.008596300
722505358969100,ENCLOSURE_BASIC,50.0,8,Enclosure-BASIC,2026-05-21T22:30:13.009596400
722505359408200,SOUVENIR,20.0,9,CentralHub,2026-05-21T22:30:13.009596400
722505359836900,ENCLOSURE_BASIC,50.0,9,Enclosure-BASIC,2026-05-21T22:30:13.010597900
722505360330500,TICKET,50.0,10,ArrivalZone,2026-05-21T22:30:13.010597900
722505360780900,TICKET,50.0,11,ArrivalZone,2026-05-21T22:30:13.011597300
722505361269300,TICKET,50.0,12,ArrivalZone,2026-05-21T22:30:13.011597300
722505361612000,TICKET,50.0,13,ArrivalZone,2026-05-21T22:30:13.011597300
722505361928200,TICKET,50.0,14,ArrivalZone,2026-05-21T22:30:13.011597300
722505362313600,ENCLOSURE_BASIC,50.0,0,Enclosure-BASIC,2026-05-21T22:30:13.013102700
722505362620500,ENCLOSURE_BASIC,50.0,1,Enclosure-BASIC,2026-05-21T22:30:13.013102700
722505362947500,SOUVENIR,20.0,2,CentralHub,2026-05-21T22:30:13.013102700
722505363251100,ENCLOSURE_BASIC,50.0,2,Enclosure-BASIC,2026-05-21T22:30:13.014113700
722505363606500,ENCLOSURE_BASIC,50.0,3,Enclosure-BASIC,2026-05-21T22:30:13.014113700
722505364048700,SOUVENIR,20.0,4,CentralHub,2026-05-21T22:30:13.014113700
722505364390900,ENCLOSURE_BASIC,50.0,4,Enclosure-BASIC,2026-05-21T22:30:13.015112700
722505364709300,ENCLOSURE_BASIC,50.0,5,Enclosure-BASIC,2026-05-21T22:30:13.015112700
722505365007900,ENCLOSURE_BASIC,50.0,6,Enclosure-BASIC,2026-05-21T22:30:13.015112700
722505365439100,SOUVENIR,20.0,7,CentralHub,2026-05-21T22:30:13.016112
722505365756700,ENCLOSURE_BASIC,50.0,7,Enclosure-BASIC,2026-05-21T22:30:13.016112
722505366038000,ENCLOSURE_BASIC,50.0,8,Enclosure-BASIC,2026-05-21T22:30:13.016112
722505366390000,ENCLOSURE_BASIC,50.0,9,Enclosure-BASIC,2026-05-21T22:30:13.017110300
722505366708300,SOUVENIR,20.0,10,CentralHub,2026-05-21T22:30:13.017110300
722505367103600,ENCLOSURE_BASIC,50.0,10,Enclosure-BASIC,2026-05-21T22:30:13.018115900
722505367539000,ENCLOSURE_BASIC,50.0,11,Enclosure-BASIC,2026-05-21T22:30:13.018115900
722505367920200,ENCLOSURE_BASIC,50.0,12,Enclosure-BASIC,2026-05-21T22:30:13.018115900
722505368207700,SOUVENIR,20.0,13,CentralHub,2026-05-21T22:30:13.019113600
722505368488700,ENCLOSURE_BASIC,50.0,13,Enclosure-BASIC,2026-05-21T22:30:13.019113600
722505368878800,SOUVENIR,20.0,14,CentralHub,2026-05-21T22:30:13.019113600
722505369189300,ENCLOSURE_BASIC,50.0,14,Enclosure-BASIC,2026-05-21T22:30:13.020110900
722505369595200,TICKET,50.0,15,ArrivalZone,2026-05-21T22:30:13.020110900
722505370001700,TICKET,50.0,16,ArrivalZone,2026-05-21T22:30:13.020110900
722505370468300,TICKET,50.0,17,ArrivalZone,2026-05-21T22:30:13.021109100
722505370792300,TICKET,50.0,18,ArrivalZone,2026-05-21T22:30:13.021109100
722505371168500,TICKET,50.0,19,ArrivalZone,2026-05-21T22:30:13.022111
722505371703300,ENCLOSURE_BASIC,50.0,0,Enclosure-BASIC,2026-05-21T22:30:13.022111
722505372021200,SPA_SERVICE,15.0,1,Bathroom,2026-05-21T22:30:13.022111
722505372437500,ENCLOSURE_BASIC,50.0,1,Enclosure-BASIC,2026-05-21T22:30:13.023109
722505372868300,ENCLOSURE_BASIC,50.0,2,Enclosure-BASIC,2026-05-21T22:30:13.023109
722505373227800,SOUVENIR,20.0,3,CentralHub,2026-05-21T22:30:13.024203800
722505373520900,ENCLOSURE_BASIC,50.0,3,Enclosure-BASIC,2026-05-21T22:30:13.024203800
722505373866000,ENCLOSURE_BASIC,50.0,4,Enclosure-BASIC,2026-05-21T22:30:13.024203800
722505374192100,SOUVENIR,20.0,5,CentralHub,2026-05-21T22:30:13.025206800
722505374477800,ENCLOSURE_BASIC,50.0,5,Enclosure-BASIC,2026-05-21T22:30:13.025206800
722505374800200,SOUVENIR,20.0,6,CentralHub,2026-05-21T22:30:13.025206800
722505375141000,ENCLOSURE_BASIC,50.0,6,Enclosure-BASIC,2026-05-21T22:30:13.025206800
722505375412900,ENCLOSURE_BASIC,50.0,7,Enclosure-BASIC,2026-05-21T22:30:13.026204
722505375772700,SOUVENIR,20.0,8,CentralHub,2026-05-21T22:30:13.026204
722505376154100,ENCLOSURE_BASIC,50.0,8,Enclosure-BASIC,2026-05-21T22:30:13.026204
722505376467500,SOUVENIR,20.0,9,CentralHub,2026-05-21T22:30:13.027206500
722505376903000,ENCLOSURE_BASIC,50.0,9,Enclosure-BASIC,2026-05-21T22:30:13.027206500
722505377349200,ENCLOSURE_BASIC,50.0,10,Enclosure-BASIC,2026-05-21T22:30:13.028203900
722505377716100,SOUVENIR,20.0,11,CentralHub,2026-05-21T22:30:13.028203900
722505378195900,ENCLOSURE_BASIC,50.0,11,Enclosure-BASIC,2026-05-21T22:30:13.029205200
722505378677700,ENCLOSURE_BASIC,50.0,12,Enclosure-BASIC,2026-05-21T22:30:13.029205200
722505379096400,SOUVENIR,20.0,13,CentralHub,2026-05-21T22:30:13.029205200
722505379568700,ENCLOSURE_BASIC,50.0,13,Enclosure-BASIC,2026-05-21T22:30:13.030204900
722505379982400,SOUVENIR,20.0,14,CentralHub,2026-05-21T22:30:13.030204900
722505380352300,ENCLOSURE_BASIC,50.0,14,Enclosure-BASIC,2026-05-21T22:30:13.031205200
722505380794800,ENCLOSURE_BASIC,50.0,15,Enclosure-BASIC,2026-05-21T22:30:13.031205200
722505381180400,ENCLOSURE_BASIC,50.0,16,Enclosure-BASIC,2026-05-21T22:30:13.031205200
722505381582000,SOUVENIR,20.0,17,CentralHub,2026-05-21T22:30:13.032206800
722505381964900,ENCLOSURE_BASIC,50.0,17,Enclosure-BASIC,2026-05-21T22:30:13.032206800
722505382415300,SOUVENIR,20.0,18,CentralHub,2026-05-21T22:30:13.033205700
722505382834200,ENCLOSURE_BASIC,50.0,18,Enclosure-BASIC,2026-05-21T22:30:13.033205700
722505383223300,ENCLOSURE_BASIC,50.0,19,Enclosure-BASIC,2026-05-21T22:30:13.033205700
722505383639400,TICKET,50.0,20,ArrivalZone,2026-05-21T22:30:13.034346400
722505384066800,TICKET,50.0,21,ArrivalZone,2026-05-21T22:30:13.034346400
722505384477900,TICKET,50.0,22,ArrivalZone,2026-05-21T22:30:13.035343200
722505384860400,TICKET,50.0,23,ArrivalZone,2026-05-21T22:30:13.035343200
722505385257100,TICKET,50.0,24,ArrivalZone,2026-05-21T22:30:13.035343200
722505385728700,SOUVENIR,20.0,0,CentralHub,2026-05-21T22:30:13.036345600
722505386123400,ENCLOSURE_BASIC,50.0,0,Enclosure-BASIC,2026-05-21T22:30:13.036345600
722505386530700,SOUVENIR,20.0,1,CentralHub,2026-05-21T22:30:13.037343300
722505386965600,ENCLOSURE_BASIC,50.0,1,Enclosure-BASIC,2026-05-21T22:30:13.037343300
722505387354600,SOUVENIR,20.0,2,CentralHub,2026-05-21T22:30:13.038346100
722505387738800,ENCLOSURE_BASIC,50.0,2,Enclosure-BASIC,2026-05-21T22:30:13.038346100
722505388096800,SOUVENIR,20.0,3,CentralHub,2026-05-21T22:30:13.038346100
722505388470400,ENCLOSURE_BASIC,50.0,3,Enclosure-BASIC,2026-05-21T22:30:13.039344100
722505388851300,SOUVENIR,20.0,4,CentralHub,2026-05-21T22:30:13.039344100
722505389133400,ENCLOSURE_BASIC,50.0,4,Enclosure-BASIC,2026-05-21T22:30:13.039344100
722505389412100,SPA_SERVICE,15.0,5,Bathroom,2026-05-21T22:30:13.040343700
722505389683400,ENCLOSURE_BASIC,50.0,5,Enclosure-BASIC,2026-05-21T22:30:13.040343700
722505389958400,SOUVENIR,20.0,6,CentralHub,2026-05-21T22:30:13.040343700
722505390253400,SPA_SERVICE,15.0,6,Bathroom,2026-05-21T22:30:13.040343700
722505390811400,ENCLOSURE_BASIC,50.0,6,Enclosure-BASIC,2026-05-21T22:30:13.041345100
722505391262600,SOUVENIR,20.0,7,CentralHub,2026-05-21T22:30:13.041345100
722505391695200,ENCLOSURE_BASIC,50.0,7,Enclosure-BASIC,2026-05-21T22:30:13.042345400
722505392095200,ENCLOSURE_BASIC,50.0,8,Enclosure-BASIC,2026-05-21T22:30:13.042345400
722505392715700,ENCLOSURE_BASIC,50.0,9,Enclosure-BASIC,2026-05-21T22:30:13.043350700
722505393168600,ENCLOSURE_BASIC,50.0,10,Enclosure-BASIC,2026-05-21T22:30:13.043858600
722505393624000,ENCLOSURE_BASIC,50.0,11,Enclosure-BASIC,2026-05-21T22:30:13.043858600
722505394071700,ENCLOSURE_BASIC,50.0,12,Enclosure-BASIC,2026-05-21T22:30:13.044867
722505394511100,SOUVENIR,20.0,13,CentralHub,2026-05-21T22:30:13.044867
722505394943600,ENCLOSURE_BASIC,50.0,13,Enclosure-BASIC,2026-05-21T22:30:13.045874800
722505395364500,ENCLOSURE_BASIC,50.0,14,Enclosure-BASIC,2026-05-21T22:30:13.045874800
722505395791900,SOUVENIR,20.0,15,CentralHub,2026-05-21T22:30:13.045874800
722505396191900,ENCLOSURE_BASIC,50.0,15,Enclosure-BASIC,2026-05-21T22:30:13.046873400
722505396590600,ENCLOSURE_BASIC,50.0,16,Enclosure-BASIC,2026-05-21T22:30:13.046873400
722505396922800,ENCLOSURE_BASIC,50.0,17,Enclosure-BASIC,2026-05-21T22:30:13.047876
722505397221200,SOUVENIR,20.0,18,CentralHub,2026-05-21T22:30:13.047876
722505397521400,ENCLOSURE_BASIC,50.0,18,Enclosure-BASIC,2026-05-21T22:30:13.047876
722505397787400,SOUVENIR,20.0,19,CentralHub,2026-05-21T22:30:13.047876
722505398062900,ENCLOSURE_BASIC,50.0,19,Enclosure-BASIC,2026-05-21T22:30:13.048875100
722505398321700,ENCLOSURE_BASIC,50.0,20,Enclosure-BASIC,2026-05-21T22:30:13.048875100
722505398606900,ENCLOSURE_BASIC,50.0,21,Enclosure-BASIC,2026-05-21T22:30:13.048875100
722505398874900,SOUVENIR,20.0,22,CentralHub,2026-05-21T22:30:13.049876400
722505399196500,ENCLOSURE_BASIC,50.0,22,Enclosure-BASIC,2026-05-21T22:30:13.049876400
722505399480300,SOUVENIR,20.0,23,CentralHub,2026-05-21T22:30:13.049876400
722505399795200,ENCLOSURE_BASIC,50.0,23,Enclosure-BASIC,2026-05-21T22:30:13.049876400
722505400321700,ENCLOSURE_BASIC,50.0,24,Enclosure-BASIC,2026-05-21T22:30:13.050876800
722505400695700,TICKET,50.0,25,ArrivalZone,2026-05-21T22:30:13.050876800
722505400967700,TICKET,50.0,26,ArrivalZone,2026-05-21T22:30:13.051874
722505401226000,TICKET,50.0,27,ArrivalZone,2026-05-21T22:30:13.051874
722505401481900,TICKET,50.0,28,ArrivalZone,2026-05-21T22:30:13.051874
722505401717000,TICKET,50.0,29,ArrivalZone,2026-05-21T22:30:13.051874
722505402062700,ENCLOSURE_BASIC,50.0,0,Enclosure-BASIC,2026-05-21T22:30:13.051874
722505402432800,SOUVENIR,20.0,1,CentralHub,2026-05-21T22:30:13.053379400
722505402761200,ENCLOSURE_BASIC,50.0,1,Enclosure-BASIC,2026-05-21T22:30:13.053379400
722505403040500,SOUVENIR,20.0,2,CentralHub,2026-05-21T22:30:13.053379400
722505403295300,ENCLOSURE_BASIC,50.0,2,Enclosure-BASIC,2026-05-21T22:30:13.053379400
722505403613300,ENCLOSURE_BASIC,50.0,3,Enclosure-BASIC,2026-05-21T22:30:13.054390
722505403988000,SOUVENIR,20.0,4,CentralHub,2026-05-21T22:30:13.054390
722505404313700,ENCLOSURE_BASIC,50.0,4,Enclosure-BASIC,2026-05-21T22:30:13.054390
722505404648000,ENCLOSURE_BASIC,50.0,5,Enclosure-BASIC,2026-05-21T22:30:13.055387300
722505405123300,ENCLOSURE_BASIC,50.0,6,Enclosure-BASIC,2026-05-21T22:30:13.055387300
722505405541300,SOUVENIR,20.0,7,CentralHub,2026-05-21T22:30:13.056387200
722505405904200,ENCLOSURE_BASIC,50.0,7,Enclosure-BASIC,2026-05-21T22:30:13.056387200
722505406285400,ENCLOSURE_BASIC,50.0,8,Enclosure-BASIC,2026-05-21T22:30:13.056387200
722505406616300,ENCLOSURE_BASIC,50.0,9,Enclosure-BASIC,2026-05-21T22:30:13.057386
722505406920000,ENCLOSURE_BASIC,50.0,10,Enclosure-BASIC,2026-05-21T22:30:13.057386
722505407342200,SOUVENIR,20.0,11,CentralHub,2026-05-21T22:30:13.057386
722505407727500,ENCLOSURE_BASIC,50.0,11,Enclosure-BASIC,2026-05-21T22:30:13.058391800
722505408095500,ENCLOSURE_BASIC,50.0,12,Enclosure-BASIC,2026-05-21T22:30:13.058391800
722505408719700,SOUVENIR,20.0,13,CentralHub,2026-05-21T22:30:13.059386300
722505409163500,ENCLOSURE_BASIC,50.0,13,Enclosure-BASIC,2026-05-21T22:30:13.059386300
722505409522800,SOUVENIR,20.0,14,CentralHub,2026-05-21T22:30:13.060391200
722505409975300,ENCLOSURE_BASIC,50.0,14,Enclosure-BASIC,2026-05-21T22:30:13.060391200
722505410404500,ENCLOSURE_BASIC,50.0,15,Enclosure-BASIC,2026-05-21T22:30:13.061389
722505410681000,SOUVENIR,20.0,16,CentralHub,2026-05-21T22:30:13.061389
722505410998600,ENCLOSURE_BASIC,50.0,16,Enclosure-BASIC,2026-05-21T22:30:13.061389
722505411296500,SOUVENIR,20.0,17,CentralHub,2026-05-21T22:30:13.061389
722505411578800,ENCLOSURE_BASIC,50.0,17,Enclosure-BASIC,2026-05-21T22:30:13.062386600
722505411857700,SOUVENIR,20.0,18,CentralHub,2026-05-21T22:30:13.062386600
722505412127000,ENCLOSURE_BASIC,50.0,18,Enclosure-BASIC,2026-05-21T22:30:13.062386600
722505412381700,ENCLOSURE_BASIC,50.0,19,Enclosure-BASIC,2026-05-21T22:30:13.063388100
722505412640700,SOUVENIR,20.0,20,CentralHub,2026-05-21T22:30:13.063388100
722505412957100,ENCLOSURE_BASIC,50.0,20,Enclosure-BASIC,2026-05-21T22:30:13.063388100
722505413240600,ENCLOSURE_BASIC,50.0,21,Enclosure-BASIC,2026-05-21T22:30:13.063388100
722505413587100,ENCLOSURE_BASIC,50.0,22,Enclosure-BASIC,2026-05-21T22:30:13.064536300
722505413841300,SOUVENIR,20.0,23,CentralHub,2026-05-21T22:30:13.064536300
722505414157100,ENCLOSURE_BASIC,50.0,23,Enclosure-BASIC,2026-05-21T22:30:13.064536300
722505414413400,ENCLOSURE_BASIC,50.0,24,Enclosure-BASIC,2026-05-21T22:30:13.064536300
722505414664400,SOUVENIR,20.0,25,CentralHub,2026-05-21T22:30:13.065536100
722505414917900,ENCLOSURE_BASIC,50.0,25,Enclosure-BASIC,2026-05-21T22:30:13.065536100
722505415277000,ENCLOSURE_BASIC,50.0,26,Enclosure-BASIC,2026-05-21T22:30:13.065536100
722505415561000,ENCLOSURE_BASIC,50.0,27,Enclosure-BASIC,2026-05-21T22:30:13.066540800
722505415940700,ENCLOSURE_BASIC,50.0,28,Enclosure-BASIC,2026-05-21T22:30:13.066540800
722505416266000,SOUVENIR,20.0,29,CentralHub,2026-05-21T22:30:13.066540800
722505416585500,ENCLOSURE_BASIC,50.0,29,Enclosure-BASIC,2026-05-21T22:30:13.067538800
722505417016700,TICKET,50.0,30,ArrivalZone,2026-05-21T22:30:13.067538800
722505417423000,TICKET,50.0,31,ArrivalZone,2026-05-21T22:30:13.067538800
722505417714600,TICKET,50.0,32,ArrivalZone,2026-05-21T22:30:13.068536700
722505418041600,TICKET,50.0,33,ArrivalZone,2026-05-21T22:30:13.068536700
722505418311900,TICKET,50.0,34,ArrivalZone,2026-05-21T22:30:13.068536700
722505418889100,SOUVENIR,20.0,0,CentralHub,2026-05-21T22:30:13.069539600
722505419295000,ENCLOSURE_BASIC,50.0,0,Enclosure-BASIC,2026-05-21T22:30:13.069539600
722505419614800,ENCLOSURE_BASIC,50.0,1,Enclosure-BASIC,2026-05-21T22:30:13.070536100
722505419917100,SOUVENIR,20.0,2,CentralHub,2026-05-21T22:30:13.070536100
722505420190300,ENCLOSURE_BASIC,50.0,2,Enclosure-BASIC,2026-05-21T22:30:13.070536100
722505420453700,SOUVENIR,20.0,3,CentralHub,2026-05-21T22:30:13.070536100
722505420733200,ENCLOSURE_BASIC,50.0,3,Enclosure-BASIC,2026-05-21T22:30:13.071538900
722505421050000,ENCLOSURE_BASIC,50.0,4,Enclosure-BASIC,2026-05-21T22:30:13.071538900
722505421346200,SOUVENIR,20.0,5,CentralHub,2026-05-21T22:30:13.071538900
722505421737200,ENCLOSURE_BASIC,50.0,5,Enclosure-BASIC,2026-05-21T22:30:13.072537400
722505422151900,SOUVENIR,20.0,6,CentralHub,2026-05-21T22:30:13.072537400
722505422497000,ENCLOSURE_BASIC,50.0,6,Enclosure-BASIC,2026-05-21T22:30:13.072537400
722505422792200,ENCLOSURE_BASIC,50.0,7,Enclosure-BASIC,2026-05-21T22:30:13.073539400
722505423140500,ENCLOSURE_BASIC,50.0,8,Enclosure-BASIC,2026-05-21T22:30:13.074045500
722505423573200,ENCLOSURE_BASIC,50.0,9,Enclosure-BASIC,2026-05-21T22:30:13.074045500
722505424068800,ENCLOSURE_BASIC,50.0,10,Enclosure-BASIC,2026-05-21T22:30:13.075054700
722505424379500,SOUVENIR,20.0,11,CentralHub,2026-05-21T22:30:13.075054700
722505424658100,ENCLOSURE_BASIC,50.0,11,Enclosure-BASIC,2026-05-21T22:30:13.075054700
722505424945600,SOUVENIR,20.0,12,CentralHub,2026-05-21T22:30:13.075054700
722505425318200,ENCLOSURE_BASIC,50.0,12,Enclosure-BASIC,2026-05-21T22:30:13.076053200
722505425675300,ENCLOSURE_BASIC,50.0,13,Enclosure-BASIC,2026-05-21T22:30:13.076053200
722505425960200,SOUVENIR,20.0,14,CentralHub,2026-05-21T22:30:13.076053200
722505426243800,ENCLOSURE_BASIC,50.0,14,Enclosure-BASIC,2026-05-21T22:30:13.077057100
722505426579400,SOUVENIR,20.0,15,CentralHub,2026-05-21T22:30:13.077057100
722505426845700,ENCLOSURE_BASIC,50.0,15,Enclosure-BASIC,2026-05-21T22:30:13.077057100
722505427161700,SOUVENIR,20.0,16,CentralHub,2026-05-21T22:30:13.078054800
722505427468600,ENCLOSURE_BASIC,50.0,16,Enclosure-BASIC,2026-05-21T22:30:13.078054800
722505427742300,ENCLOSURE_BASIC,50.0,17,Enclosure-BASIC,2026-05-21T22:30:13.078054800
722505428011300,ENCLOSURE_BASIC,50.0,18,Enclosure-BASIC,2026-05-21T22:30:13.078054800
722505428329500,SOUVENIR,20.0,19,CentralHub,2026-05-21T22:30:13.079058400
722505428607400,ENCLOSURE_BASIC,50.0,19,Enclosure-BASIC,2026-05-21T22:30:13.079058400
722505428879400,ENCLOSURE_BASIC,50.0,20,Enclosure-BASIC,2026-05-21T22:30:13.079058400
722505429219200,SOUVENIR,20.0,21,CentralHub,2026-05-21T22:30:13.080054800
722505429474800,ENCLOSURE_BASIC,50.0,21,Enclosure-BASIC,2026-05-21T22:30:13.080054800
722505429829700,ENCLOSURE_BASIC,50.0,22,Enclosure-BASIC,2026-05-21T22:30:13.080054800
722505430122600,ENCLOSURE_BASIC,50.0,23,Enclosure-BASIC,2026-05-21T22:30:13.081057200
722505430402200,SOUVENIR,20.0,24,CentralHub,2026-05-21T22:30:13.081057200
722505430682700,ENCLOSURE_BASIC,50.0,24,Enclosure-BASIC,2026-05-21T22:30:13.081057200
722505430959100,ENCLOSURE_BASIC,50.0,25,Enclosure-BASIC,2026-05-21T22:30:13.081057200
722505431281200,ENCLOSURE_BASIC,50.0,26,Enclosure-BASIC,2026-05-21T22:30:13.082057500
722505431698100,ENCLOSURE_BASIC,50.0,27,Enclosure-BASIC,2026-05-21T22:30:13.082057500
722505432052300,SOUVENIR,20.0,28,CentralHub,2026-05-21T22:30:13.083056300
722505432419100,ENCLOSURE_BASIC,50.0,28,Enclosure-BASIC,2026-05-21T22:30:13.083056300
722505432837900,ENCLOSURE_BASIC,50.0,29,Enclosure-BASIC,2026-05-21T22:30:13.083056300
722505433241000,ENCLOSURE_BASIC,50.0,30,Enclosure-BASIC,2026-05-21T22:30:13.084193800
722505433618100,SOUVENIR,20.0,31,CentralHub,2026-05-21T22:30:13.084193800
722505434069100,ENCLOSURE_BASIC,50.0,31,Enclosure-BASIC,2026-05-21T22:30:13.084193800
722505434487500,ENCLOSURE_BASIC,50.0,32,Enclosure-BASIC,2026-05-21T22:30:13.085196900
722505435055600,SOUVENIR,20.0,33,CentralHub,2026-05-21T22:30:13.085196900
722505435409900,ENCLOSURE_BASIC,50.0,33,Enclosure-BASIC,2026-05-21T22:30:13.086207300
722505435813300,SOUVENIR,20.0,34,CentralHub,2026-05-21T22:30:13.086207300
722505436220200,ENCLOSURE_BASIC,50.0,34,Enclosure-BASIC,2026-05-21T22:30:13.087207200
722505436619100,TICKET,50.0,35,ArrivalZone,2026-05-21T22:30:13.087207200
722505437408100,TICKET,50.0,36,ArrivalZone,2026-05-21T22:30:13.088205600
722505437877200,TICKET,50.0,37,ArrivalZone,2026-05-21T22:30:13.088205600
722505438390200,TICKET,50.0,38,ArrivalZone,2026-05-21T22:30:13.089204500
722505438820900,TICKET,50.0,39,ArrivalZone,2026-05-21T22:30:13.089204500
722505439510700,ENCLOSURE_BASIC,50.0,0,Enclosure-BASIC,2026-05-21T22:30:13.090205900
722505439913300,SOUVENIR,20.0,1,CentralHub,2026-05-21T22:30:13.090205900
722505440386700,ENCLOSURE_BASIC,50.0,1,Enclosure-BASIC,2026-05-21T22:30:13.091205100
722505440774400,SOUVENIR,20.0,2,CentralHub,2026-05-21T22:30:13.091205100
722505441098000,ENCLOSURE_BASIC,50.0,2,Enclosure-BASIC,2026-05-21T22:30:13.091205100
722505441424600,SOUVENIR,20.0,3,CentralHub,2026-05-21T22:30:13.092271900
722505441724200,ENCLOSURE_BASIC,50.0,3,Enclosure-BASIC,2026-05-21T22:30:13.092271900
722505442057500,SOUVENIR,20.0,4,CentralHub,2026-05-21T22:30:13.092271900
722505442326200,ENCLOSURE_BASIC,50.0,4,Enclosure-BASIC,2026-05-21T22:30:13.093272900
722505442573700,SPA_SERVICE,15.0,5,Bathroom,2026-05-21T22:30:13.093272900
722505442857200,ENCLOSURE_BASIC,50.0,5,Enclosure-BASIC,2026-05-21T22:30:13.093272900
722505443109600,ENCLOSURE_BASIC,50.0,6,Enclosure-BASIC,2026-05-21T22:30:13.093272900
722505443393400,SPA_SERVICE,15.0,7,Bathroom,2026-05-21T22:30:13.094300600
722505443657900,ENCLOSURE_BASIC,50.0,7,Enclosure-BASIC,2026-05-21T22:30:13.094300600
722505443978400,SOUVENIR,20.0,8,CentralHub,2026-05-21T22:30:13.094300600
722505444242900,ENCLOSURE_BASIC,50.0,8,Enclosure-BASIC,2026-05-21T22:30:13.094300600
722505444483400,SOUVENIR,20.0,9,CentralHub,2026-05-21T22:30:13.095299
722505444728800,ENCLOSURE_BASIC,50.0,9,Enclosure-BASIC,2026-05-21T22:30:13.095299
722505444962100,ENCLOSURE_BASIC,50.0,10,Enclosure-BASIC,2026-05-21T22:30:13.095299
722505445185500,ENCLOSURE_BASIC,50.0,11,Enclosure-BASIC,2026-05-21T22:30:13.095299
722505445414800,ENCLOSURE_BASIC,50.0,12,Enclosure-BASIC,2026-05-21T22:30:13.096300
722505445663400,ENCLOSURE_BASIC,50.0,13,Enclosure-BASIC,2026-05-21T22:30:13.096300
722505445951600,SOUVENIR,20.0,14,CentralHub,2026-05-21T22:30:13.096300
722505446202600,ENCLOSURE_BASIC,50.0,14,Enclosure-BASIC,2026-05-21T22:30:13.096300
722505446451900,SOUVENIR,20.0,15,CentralHub,2026-05-21T22:30:13.097300400
722505446702400,ENCLOSURE_BASIC,50.0,15,Enclosure-BASIC,2026-05-21T22:30:13.097300400
722505446949000,SOUVENIR,20.0,16,CentralHub,2026-05-21T22:30:13.097300400
722505447253700,ENCLOSURE_BASIC,50.0,16,Enclosure-BASIC,2026-05-21T22:30:13.097300400
722505447516900,SOUVENIR,20.0,17,CentralHub,2026-05-21T22:30:13.098300400
722505447786200,ENCLOSURE_BASIC,50.0,17,Enclosure-BASIC,2026-05-21T22:30:13.098300400
722505448062700,ENCLOSURE_BASIC,50.0,18,Enclosure-BASIC,2026-05-21T22:30:13.098300400
722505448372300,ENCLOSURE_BASIC,50.0,19,Enclosure-BASIC,2026-05-21T22:30:13.099301800
722505448604000,ENCLOSURE_BASIC,50.0,20,Enclosure-BASIC,2026-05-21T22:30:13.099301800
722505448830600,ENCLOSURE_BASIC,50.0,21,Enclosure-BASIC,2026-05-21T22:30:13.099301800
